iter	Logloss
0	0.6750584714
1	0.6566069204
2	0.6406940321
3	0.6240556015
4	0.6081625878
5	0.5929915882
6	0.5799384733
7	0.5667709321
8	0.5540973759
9	0.5435442915
10	0.5321616465
11	0.5232492789
12	0.5141826769
13	0.5049132125
14	0.4966408908
15	0.48834646
16	0.4809894893
17	0.4733968452
18	0.4662229799
19	0.4588609523
20	0.4534734531
21	0.4478444888
22	0.4425767373
23	0.4373614067
24	0.4316380378
25	0.4261915027
26	0.4218464816
27	0.41795355
28	0.414014254
29	0.4096077862
30	0.4052362754
31	0.4021238941
32	0.399100831
33	0.3953848014
34	0.3918625789
35	0.389176297
36	0.3863416021
37	0.3837045071
38	0.3813543595
39	0.3790231164
40	0.3763430968
41	0.3740519853
42	0.3720928332
43	0.3701145415
44	0.3676243306
45	0.366139524
46	0.3642429065
47	0.3625547082
48	0.3608727722
49	0.3592780082
50	0.3575879283
51	0.3563333559
52	0.3548893864
53	0.3537931644
54	0.3526423754
55	0.3510349399
56	0.3494443802
57	0.3484190719
58	0.3475331507
59	0.346331646
60	0.3451381676
61	0.3441466403
62	0.3434957456
63	0.3420756199
64	0.3413822711
65	0.3402093141
66	0.3393444436
67	0.3387219791
68	0.3377496797
69	0.3370921405
70	0.3360659796
71	0.3353787755
72	0.3345908751
73	0.3339279263
74	0.3333629689
75	0.3331091262
76	0.3322185303
77	0.3315661362
78	0.3309482582
79	0.3302782827
80	0.3297227334
81	0.3289174868
82	0.3281426108
83	0.3275411676
84	0.3271767795
85	0.3266043838
86	0.3259747162
87	0.3254029673
88	0.3249184787
89	0.3244380473
90	0.324026501
91	0.3236103683
92	0.323314336
93	0.3227758389
94	0.322410804
95	0.3220182503
96	0.3216139659
97	0.3212500188
98	0.3208467046
99	0.3204262206
100	0.319796112
101	0.3193691011
102	0.3191399841
103	0.3187444022
104	0.3185305733
105	0.3179664097
106	0.3177009244
107	0.3175091753
108	0.3171477272
109	0.3168661893
110	0.316586239
111	0.3163005851
112	0.3161062487
113	0.3158001909
114	0.3154323335
115	0.3151419755
116	0.3149014218
117	0.3145532038
118	0.3141864049
119	0.3139421467
120	0.3137656269
121	0.3134260527
122	0.3132649681
123	0.3130018642
124	0.3128571262
125	0.3125652982
126	0.3124310267
127	0.3121643066
128	0.3120087199
129	0.3116629716
130	0.3115059149
131	0.3113373332
132	0.3111291786
133	0.3110184568
134	0.3108638109
135	0.3106652703
136	0.3105237075
137	0.3104255691
138	0.310224059
139	0.3101381217
140	0.3101030471
141	0.3099554867
142	0.3098071912
143	0.3097713816
144	0.3096903248
145	0.3095900695
146	0.3093725068
147	0.3093396372
148	0.3091641171
149	0.3089191532
150	0.3088312461
151	0.3087171727
152	0.3084890553
153	0.3084246979
154	0.308251471
155	0.3081980799
156	0.3080721875
157	0.3079469714
158	0.3079263617
159	0.3078776453
160	0.3077585151
161	0.3076809863
162	0.3075852881
163	0.3074912951
164	0.3074336116
165	0.3073232133
166	0.3072970469
167	0.3071554548
168	0.307075574
169	0.3070307678
170	0.3068744167
171	0.306735059
172	0.3065686235
173	0.3064820982
174	0.3063505022
175	0.3062221402
176	0.3061762168
177	0.3061020397
178	0.305962535
179	0.3058877111
180	0.3057236276
181	0.3056968145
182	0.3056549484
183	0.3056075844
184	0.3055317903
185	0.3055090638
186	0.3053765857
187	0.3053607977
188	0.305348185
189	0.305300674
190	0.3052149131
191	0.3050617666
192	0.3049967918
193	0.304930641
194	0.3048042782
195	0.3047581785
196	0.3046321685
197	0.3044394491
198	0.3044083435
199	0.3043878515
200	0.3043642136
201	0.3042546678
202	0.3041968667
203	0.3040401628
204	0.3040251098
205	0.3039788042
206	0.303927677
207	0.303813633
208	0.3037058218
209	0.3035971287
210	0.3035804587
211	0.303542297
212	0.3035127496
213	0.3034509501
214	0.303364072
215	0.3032951575
216	0.3032924233
217	0.303168295
218	0.3031463329
219	0.3031113465
220	0.3030746842
221	0.3030148545
222	0.3029181273
223	0.3028844345
224	0.3027861784
225	0.3027404021
226	0.3026498784
227	0.3026445863
228	0.3025867558
229	0.302585521
230	0.3025352169
231	0.3025094034
232	0.3024850599
233	0.3024255242
234	0.3023411451
235	0.3022775521
236	0.3022437711
237	0.3022066973
238	0.3021795901
239	0.3021187902
240	0.3020988567
241	0.3020606069
242	0.3020330881
243	0.3019549125
244	0.3018711803
245	0.3018386341
246	0.3018109096
247	0.3017564013
248	0.3017236493
249	0.3016991882
250	0.3016306265
251	0.301588731
252	0.3014912982
253	0.3014585462
254	0.3013927776
255	0.3013753138
256	0.3012953448
257	0.3012239019
258	0.3011492838
259	0.3011446091
