iter	Logloss
528	0.176897265
529	0.1767048162
530	0.1765249059
531	0.1764217415
532	0.1762701545
533	0.1761402266
534	0.1759093447
535	0.1757554013
536	0.1756514247
537	0.1755064548
538	0.1751702241
539	0.1749884825
540	0.1748303194
541	0.1747071542
542	0.1746400197
543	0.1745302397
544	0.1744489571
545	0.174153695
546	0.1739883052
547	0.1737336904
548	0.1735410849
549	0.1734205352
550	0.1732302938
551	0.1729443736
552	0.172640766
553	0.172271003
554	0.1721236195
555	0.1719012484
556	0.1717414943
557	0.1715208481
558	0.1713585683
559	0.1713074082
560	0.171137208
561	0.1709687801
562	0.1707777735
563	0.1706613889
564	0.1705134956
565	0.1703508585
566	0.1701308712
567	0.1699549641
568	0.1696596482
569	0.1695189775
570	0.1693069011
571	0.169176381
572	0.1690114362
573	0.1688615523
574	0.1686549013
575	0.1684449661
576	0.1682089015
577	0.1679928564
578	0.1678722015
579	0.1676632775
580	0.1674608522
581	0.1672387774
582	0.1670107262
583	0.1667763721
584	0.1665962446
585	0.1663864968
586	0.1661828934
587	0.166096757
588	0.165834112
589	0.1655636874
590	0.1653630098
591	0.1651035112
592	0.1649736242
593	0.164898525
594	0.1648588616
595	0.1647228264
596	0.1646107117
597	0.164425705
598	0.1642873283
599	0.1642071921
600	0.164107854
601	0.163993496
602	0.1638353412
603	0.1636588309
604	0.163419677
605	0.1632964838
606	0.1631628612
607	0.1628085511
608	0.1627051967
609	0.162454898
610	0.162220201
611	0.1620237385
612	0.1619799947
613	0.1618727991
614	0.1616307115
615	0.1615582882
616	0.1614328782
617	0.1613680752
618	0.1612154787
619	0.16105862
620	0.1610064264
621	0.1608578466
622	0.1605870273
623	0.1603910802
624	0.1601005558
625	0.1599984801
626	0.1599067643
627	0.159789711
628	0.1596062062
629	0.1594452283
630	0.1592885029
631	0.1591366189
632	0.158851102
633	0.1586417372
634	0.1584819366
635	0.1583411565
636	0.1581567393
637	0.1579790691
638	0.1578778566
639	0.1577445299
640	0.1575327862
641	0.1573693582
642	0.1572812678
643	0.1571582802
644	0.1569120706
645	0.1568386895
646	0.1568009547
647	0.1566932235
648	0.1565027139
649	0.1563771324
650	0.1562850986
651	0.1562387213
652	0.1560043002
653	0.1558613157
654	0.1557177793
655	0.155637981
656	0.1555791518
657	0.15550282
658	0.1553518628
659	0.155169593
660	0.1551519106
661	0.1549205947
662	0.1547014429
663	0.1545353594
664	0.1543410672
665	0.1541896146
666	0.1541200388
667	0.1540089774
668	0.1539279745
669	0.1536498842
670	0.1536154702
671	0.1534281167
672	0.1533481083
673	0.1532735242
674	0.1530519784
675	0.1529414336
676	0.1528107707
677	0.1527483384
678	0.1525584172
679	0.152481716
680	0.1523497536
681	0.1522943455
682	0.1521458611
683	0.1520051608
684	0.1517983153
685	0.1517841055
686	0.151575529
687	0.1513673018
688	0.1511358166
689	0.1510278134
690	0.1509208622
691	0.1507233328
692	0.1506296722
693	0.1504842841
694	0.1502305678
695	0.1500525951
696	0.1499663353
697	0.1497226378
698	0.1495491826
699	0.1494566868
700	0.1493165818
701	0.1492061199
702	0.1489868531
703	0.1489035251
704	0.1487767507
705	0.1486217067
706	0.148462397
707	0.1482659839
708	0.1481730824
709	0.1480297073
710	0.1478617971
711	0.1477478489
712	0.1477166388
713	0.1475227863
714	0.1474398276
715	0.1472299689
716	0.1470892547
717	0.1469806618
718	0.1469257695
719	0.1467978152
720	0.1467295492
721	0.1466346642
722	0.1465227029
723	0.1463298582
724	0.1461607978
725	0.1460698101
726	0.1459851534
727	0.1457642945
728	0.1457141346
729	0.145561571
730	0.1455571334
731	0.1453922461
732	0.1452358174
733	0.1451061998
734	0.1450231582
735	0.1449456506
736	0.1448665275
737	0.144770589
738	0.1446356077
739	0.1445273449
740	0.144423408
741	0.144206586
742	0.1441340598
743	0.1439737551
744	0.1438338537
745	0.1436339253
746	0.1434284369
747	0.1432607552
748	0.1430843944
749	0.1428908333
750	0.1427088775
751	0.1424786621
752	0.1424677247
753	0.1423044856
754	0.1421191692
755	0.1420398913
756	0.1418414578
757	0.1416748028
758	0.1414767193
759	0.141372328
760	0.141072573
761	0.1409042234
762	0.1406979288
763	0.1404936995
764	0.1403959524
765	0.1401791993
766	0.1399661223
767	0.1398027605
768	0.139722974
769	0.1396461014
770	0.1394719453
771	0.1393126813
772	0.1392075172
773	0.1390004975
774	0.1388023089
775	0.1387042504
776	0.1385641817
777	0.1385002553
778	0.1383213607
779	0.1381292631
780	0.1380557775
781	0.1380047957
782	0.1379122144
783	0.1377646915
784	0.1376259539
785	0.1374616506
786	0.1372669243
787	0.1371004642
788	0.1368523889
789	0.1366645211
790	0.1365772554
791	0.1363437554
792	0.1362364538
793	0.1360408533
794	0.1359116713
795	0.135692716
796	0.1355754428
797	0.1354021231
798	0.1351968425
799	0.1350629735
800	0.1350294109
801	0.1348430335
802	0.1347162898
803	0.1346304591
804	0.1344893104
805	0.1343287521
806	0.1341530005
807	0.1339646169
808	0.1338112127
809	0.1336294144
810	0.1335251486
811	0.133500433
812	0.1333428296
813	0.1332053222
814	0.1330528184
815	0.1329099735
816	0.1328128633
817	0.1326402997
818	0.1325385207
819	0.1324269825
820	0.132312783
821	0.1321617471
822	0.1319747051
823	0.1318403638
824	0.1316683565
825	0.1314951496
826	0.1314151567
827	0.1313176605
828	0.1312736632
829	0.13120131
830	0.1310128167
831	0.1308087357
832	0.1307335539
833	0.1306229432
834	0.1305758991
835	0.1303773846
836	0.1301664939
837	0.12997905
838	0.1299125255
839	0.1296894683
840	0.1295340451
841	0.1295149201
842	0.1293241179
843	0.1292306291
844	0.1291144231
845	0.1290156785
846	0.1288762603
847	0.1287657946
848	0.1286783188
849	0.1284488182
850	0.1282774649
851	0.12806209
852	0.1279716427
853	0.1278523555
854	0.1276788318
855	0.1275656666
856	0.1274152313
857	0.1272596291
858	0.1271701597
859	0.1269925731
860	0.1268132717
861	0.1266726706
862	0.1265180944
863	0.1263391283
864	0.126288752
865	0.1261681481
866	0.1260335775
867	0.125964872
868	0.1258682906
869	0.1257842317
870	0.1256299038
871	0.1254697206
872	0.125333839
873	0.1251953912
874	0.1250566445
875	0.1248688107
876	0.1247583427
877	0.1246841294
878	0.1245802054
879	0.12438408
880	0.1241672482
881	0.1240256389
882	0.1239413435
883	0.1238053197
884	0.1237514704
885	0.1235961661
886	0.1235092958
887	0.1233177291
888	0.1231787299
889	0.1230198152
890	0.1228649923
891	0.1227473081
892	0.1226592034
893	0.1224996166
894	0.1223471713
895	0.1222822689
896	0.1221541969
897	0.122104409
898	0.121914056
899	0.1218055574
900	0.1216758266
901	0.1215352713
902	0.1213255701
903	0.1211722003
904	0.1210087333
905	0.1209001795
906	0.1207867153
907	0.1205838476
908	0.1204597443
909	0.120395425
910	0.1202904697
911	0.1202315281
912	0.1200727451
913	0.119960839
914	0.1198128049
915	0.119613979
916	0.1194815106
917	0.1193088978
918	0.1191921601
919	0.1190818927
920	0.1189740904
921	0.1187945336
922	0.1186664736
923	0.118617935
924	0.118409514
925	0.1183766354
926	0.1183291931
927	0.1181506452
928	0.11806165
929	0.1178961239
930	0.1177654743
931	0.1175745707
932	0.1174343945
933	0.1173907253
934	0.1172549479
935	0.1170676239
936	0.1169679899
937	0.1168132737
938	0.1166862775
939	0.1164951555
940	0.1163567509
941	0.1162888773
942	0.1161398627
943	0.1160491747
944	0.1157909469
945	0.1157017519
946	0.1155795245
947	0.1154397034
948	0.1153232223
949	0.1152848183
950	0.1150836604
951	0.1150438547
952	0.1148330132
953	0.1146589923
954	0.1145072426
955	0.1143642304
956	0.1142195259
957	0.114104042
958	0.1139762246
959	0.1138772821
960	0.113712234
961	0.1135862687
962	0.11344578
963	0.1132921056
964	0.1131357481
965	0.112972823
966	0.1128872436
967	0.1128142281
968	0.1127311657
969	0.1126288626
970	0.1124548795
971	0.1123854667
972	0.1123141872
973	0.1122219877
974	0.112084257
975	0.1118957652
976	0.1117049808
977	0.1115940234
978	0.1114643055
979	0.1113863294
980	0.1112280248
981	0.1111306308
982	0.1109942554
983	0.1108168803
984	0.1106823232
985	0.1105272422
986	0.1103641521
987	0.1102858479
988	0.1101455458
989	0.1100306636
990	0.1099433233
991	0.1097714613
992	0.1096820846
993	0.1095129649
994	0.1093796685
995	0.1092333695
996	0.109168883
997	0.1090398342
998	0.1089472854
999	0.1088566682
68
999	0.1219719758
